transcript_id	genome_ribo_reads	genome_rna_reads	txome_ribo_reads	txome_rna_reads
ENST00000622479.4	19	3	179	32
ENST00000622495.4	924	114	920	95
ENST00000622500.2	0	0	0	0
ENST00000622513.4	581	54	579	43
ENST00000622536.6	0	0	0	0
ENST00000622544.4	18	0	18	0
ENST00000622548.4	0	0	0	0
ENST00000622567.4	273	16	267	16
ENST00000622588.1	0	0	0	0
ENST00000622602.2	158	30	125	5
ENST00000622669.4	884	91	901	72
ENST00000622683.5	397	235	568	242
ENST00000622694.4	336	27	316	16
ENST00000622735.2	0	0	18	15
ENST00000622744.4	0	0	0	0
ENST00000622746.4	6	0	6	0
ENST00000622749.2	0	0	0	0
ENST00000622764.3	0	1	0	1
ENST00000622789.5	311	71	291	65
ENST00000622804.1	269	82	541	108
ENST00000622824.1	0	0	0	0
ENST00000622845.5	319	27	322	24
ENST00000622872.4	0	0	0	0
ENST00000622895.1	0	0	0	0
ENST00000622971.2	0	0	0	0
ENST00000623042.1	0	0	0	0
ENST00000623063.3	1262	402	185	72
ENST00000623167.1	0	0	0	0
ENST00000623247.2	0	0	0	0
ENST00000623276.3	115	14	96	11
ENST00000623286.1	0	0	0	0
ENST00000623385.3	0	0	0	0
ENST00000623400.3	142	16	7	0
ENST00000623441.1	0	0	0	0
ENST00000623476.2	0	0	0	0
ENST00000623491.1	0	0	0	0
ENST00000623527.4	0	0	0	0
ENST00000623530.1	0	0	0	0
ENST00000623535.2	239	18	240	14
ENST00000623603.3	0	0	0	0
ENST00000623617.2	1	0	0	0
ENST00000623662.3	0	0	0	0
ENST00000623711.3	299	114	393	103
ENST00000623787.3	0	0	0	0
ENST00000623806.3	0	0	0	0
ENST00000623824.2	0	0	0	0
ENST00000623849.1	0	0	0	0
ENST00000623876.2	50	30	48	22
ENST00000623907.1	0	0	0	0
ENST00000623922.1	0	0	0	0
ENST00000623927.1	0	0	0	0
ENST00000623930.1	0	0	0	0
ENST00000623960.4	0	0	2	0
ENST00000624081.1	0	0	0	0
ENST00000624187.1	0	0	0	0
ENST00000624207.1	0	0	0	0
ENST00000624297.2	0	0	0	0
ENST00000624304.3	0	0	0	0
ENST00000624396.1	1	0	0	0
ENST00000624419.2	0	0	0	0
ENST00000624510.3	0	0	0	0
ENST00000624552.3	2	0	1	0
ENST00000624596.1	0	0	0	0
ENST00000624618.1	0	0	0	0
ENST00000624688.2	0	0	0	0
ENST00000624776.3	179	26	174	20
ENST00000624801.3	0	0	0	0
ENST00000624868.1	0	0	0	0
ENST00000624922.6	0	0	0	0
ENST00000624951.1	0	0	0	0
ENST00000624978.1	0	0	0	0
ENST00000625019.3	0	0	0	0
ENST00000625065.3	0	1	0	0
ENST00000625099.4	7	0	8	0
ENST00000625106.4	0	0	0	0
ENST00000625129.1	0	2	0	2
ENST00000625203.2	0	0	0	0
ENST00000625258.1	0	0	0	0
ENST00000625293.3	397	24	0	0
ENST00000625672.2	0	1	0	0
ENST00000625761.2	95	25	89	17
ENST00000625842.2	557	63	542	46
ENST00000625904.2	0	0	0	0
ENST00000625924.1	96	2	91	1
ENST00000626538.2	0	0	0	0
ENST00000626650.3	13	5	12	4
ENST00000626839.2	2	0	1	0
ENST00000627059.2	0	0	2	0
ENST00000627148.2	107	10	102	8
ENST00000627399.3	3	0	2	0
ENST00000627532.3	231	26	254	27
ENST00000627814.3	0	0	0	0
ENST00000628444.1	0	0	0	0
ENST00000628453.2	13	2	6	1
ENST00000628514.2	45	1	42	1
ENST00000628545.1	135	17	118	13
ENST00000629237.2	1	0	0	0
ENST00000629319.2	0	0	0	0
ENST00000629372.3	0	0	0	0
ENST00000629482.3	40	3	37	2
ENST00000629816.3	0	0	0	0
ENST00000629843.2	0	0	0	0
ENST00000630330.2	689	33	663	14
ENST00000630369.2	0	0	0	0
ENST00000631683.2	0	0	0	0
ENST00000631941.2	470	159	459	127
ENST00000632009.1	96	15	93	13
ENST00000632372.3	0	0	0	0
ENST00000632600.1	0	0	0	0
ENST00000632897.1	0	0	0	0
ENST00000633214.1	0	0	0	0
ENST00000633222.1	0	0	0	0
ENST00000633531.1	1317	267	1236	198
ENST00000633556.3	135	12	132	9
ENST00000633875.4	0	0	0	0
ENST00000633930.1	4	0	4	0
ENST00000634258.3	236	99	235	73
ENST00000634318.1	17	0	0	0
ENST00000634353.1	3	0	2	0
ENST00000634540.1	0	0	0	0
ENST00000634597.1	334	162	311	116
ENST00000634607.1	1116	265	1078	185
ENST00000634648.1	0	0	0	0
ENST00000634661.1	18	2	17	2
ENST00000634670.1	0	0	0	0
ENST00000634733.1	34	3	19	0
ENST00000634734.2	758	436	764	342
ENST00000634804.2	0	0	0	0
ENST00000634811.1	329	21	181	12
ENST00000634842.1	0	0	0	0
ENST00000634879.1	1189	337	1132	244
ENST00000634901.1	966	364	929	293
ENST00000634910.1	9	0	0	0
ENST00000634944.1	236	75	295	83
ENST00000634965.2	17	19	14	15
ENST00000635017.1	0	0	0	0
ENST00000635031.1	50	28	72	28
ENST00000635041.1	1	0	1	0
ENST00000635120.2	2	0	2	0
ENST00000635206.1	8	7	7	3
ENST00000635466.1	48	1	44	1
ENST00000635491.1	765	0	334	0
ENST00000635625.1	539	98	1247	140
ENST00000635641.1	53	0	2	0
ENST00000635674.1	6	0	6	0
ENST00000635736.1	84	17	82	15
ENST00000635765.1	191	32	186	28
ENST00000635789.1	0	0	0	0
ENST00000635795.1	0	0	0	0
ENST00000635820.1	0	0	0	0
ENST00000635855.1	19	0	0	0
ENST00000635887.1	0	0	0	0
ENST00000635918.2	3	1	0	0
ENST00000635921.1	0	0	0	0
ENST00000635964.1	0	0	0	0
ENST00000635976.1	0	0	0	0
ENST00000635992.1	0	0	0	0
ENST00000636016.2	875	158	847	124
ENST00000636079.1	0	0	0	0
ENST00000636087.1	0	0	0	0
ENST00000636096.2	0	0	0	0
ENST00000636099.1	266	5	257	3
ENST00000636125.1	0	0	0	0
ENST00000636136.1	0	0	0	0
ENST00000636151.1	0	0	0	0
ENST00000636166.1	0	0	0	0
ENST00000636174.1	63	38	60	27
ENST00000636176.1	0	0	0	0
ENST00000636183.2	275	14	279	7
ENST00000636203.1	119	30	111	18
ENST00000636213.3	0	0	0	0
ENST00000636215.2	281	32	290	27
ENST00000636216.1	0	0	0	0
ENST00000636229.1	1	0	1	0
ENST00000636231.2	2	0	2	0
ENST00000636267.1	0	0	0	0
ENST00000636296.1	0	0	0	0
ENST00000636302.1	0	0	0	0
ENST00000636331.1	0	0	0	0
ENST00000636372.1	0	0	0	0
ENST00000636395.1	11	27	9	17
ENST00000636397.1	0	0	0	0
ENST00000636427.3	10	0	9	0
ENST00000636465.1	0	0	0	0
ENST00000636493.2	7	0	6	0
ENST00000636502.1	0	0	0	0
ENST00000636508.1	0	0	0	0
ENST00000636536.1	0	0	0	0
ENST00000636578.2	0	0	0	0
ENST00000636580.2	1016	154	1181	118
ENST00000636584.1	0	0	0	0
ENST00000636672.1	0	0	0	0
ENST00000636696.4	0	0	0	0
ENST00000636752.1	0	0	0	0
ENST00000636757.1	0	0	0	0
ENST00000636793.1	0	0	0	0
ENST00000636804.1	0	0	0	0
ENST00000636805.1	19	10	17	5
ENST00000636849.1	197	7	197	5
ENST00000636854.3	6	2	6	1
ENST00000636930.2	810	150	785	125
ENST00000636933.1	21	1	21	1
ENST00000636986.1	0	0	0	0
ENST00000637017.1	0	0	0	0
ENST00000637084.1	0	0	0	0
ENST00000637125.1	229	18	220	16
ENST00000637128.2	0	0	0	0
ENST00000637218.2	0	0	0	0
ENST00000637233.1	0	0	0	2
ENST00000637303.1	0	0	0	0
ENST00000637401.1	686	58	672	33
ENST00000637493.1	0	0	0	0
ENST00000637503.1	0	0	0	0
ENST00000637508.1	3	0	3	0
ENST00000637513.2	40	5	39	5
ENST00000637559.1	0	0	1	0
ENST00000637610.1	0	0	0	0
ENST00000637645.1	0	0	0	0
ENST00000637658.2	0	0	0	0
ENST00000637680.1	0	0	0	0
ENST00000637698.1	1	0	1	0
ENST00000637759.1	0	0	0	0
ENST00000637790.2	676	76	674	54
ENST00000637795.1	0	0	0	0
ENST00000637797.1	14	11	13	7
ENST00000637812.1	307	85	305	73
ENST00000637854.1	115	21	0	0
ENST00000637878.2	0	0	0	0
ENST00000637938.1	38	13	32	8
ENST00000637944.1	161	36	150	30
ENST00000637986.2	0	0	0	0
ENST00000638043.2	70	25	64	21
ENST00000638088.1	885	90	1401	98
ENST00000638089.2	703	133	556	75
ENST00000638102.1	0	0	0	0
ENST00000638108.1	39	3	37	2
ENST00000638147.2	0	0	0	0
ENST00000638166.1	0	0	0	0
ENST00000638170.2	35	5	25	5
ENST00000638240.1	0	0	4	0
ENST00000638257.1	112	6	76	5
ENST00000638280.1	0	0	0	0
ENST00000638408.1	0	0	0	0
ENST00000638483.1	0	0	0	0
ENST00000638486.2	0	0	0	0
ENST00000638572.2	31	7	29	6
ENST00000638617.1	4	1	1	0
ENST00000638636.2	0	0	0	0
ENST00000638668.1	0	0	0	0
ENST00000638705.1	116	13	107	12
ENST00000638719.3	0	0	0	0
ENST00000638723.1	0	0	0	0
ENST00000638741.1	0	0	0	0
ENST00000638767.1	0	0	1	0
ENST00000638842.1	0	0	0	0
ENST00000638862.1	37	6	8	1
ENST00000638915.1	0	0	0	0
ENST00000639028.1	0	0	0	0
ENST00000639037.1	0	0	0	0
ENST00000639059.1	0	0	0	0
ENST00000639073.1	0	0	0	0
ENST00000639081.1	0	0	0	0
ENST00000639213.1	0	0	0	0
ENST00000639401.1	0	0	0	0
ENST00000639435.1	0	0	0	0
ENST00000639563.2	1	0	1	0
ENST00000639579.1	0	0	0	0
ENST00000639584.1	0	0	0	0
ENST00000639602.1	2	0	0	0
ENST00000639673.1	0	0	0	0
ENST00000639722.1	0	0	0	0
ENST00000639756.1	1	0	0	0
ENST00000639785.2	0	0	0	0
ENST00000639810.2	2	0	1	0
ENST00000639812.1	0	0	0	0
ENST00000639828.1	69	13	78	6
ENST00000639862.1	0	0	0	0
ENST00000639952.1	155	16	154	10
ENST00000639955.1	312	10	362	10
ENST00000639969.1	0	0	0	0
ENST00000640006.1	0	0	0	0
ENST00000640051.2	31	6	60	4
ENST00000640117.1	0	0	0	0
ENST00000640159.1	0	0	0	0
ENST00000640173.1	0	0	0	0
ENST00000640217.1	3	0	2	0
ENST00000640218.2	3846	1775	3979	1392
ENST00000640237.1	1	4	1	3
ENST00000640252.2	715	65	718	53
ENST00000640258.1	72	10	75	8
ENST00000640271.2	0	0	0	0
ENST00000640275.1	0	0	0	0
ENST00000640283.2	0	0	0	0
ENST00000640302.1	0	0	0	0
ENST00000640310.1	0	0	0	0
ENST00000640345.1	0	0	0	0
ENST00000640558.1	0	0	0	0
ENST00000640559.2	0	0	0	0
ENST00000640607.1	296	67	130	8
ENST00000640655.2	0	0	0	0
ENST00000640669.1	0	0	0	0
ENST00000640769.2	508	69	493	50
ENST00000640803.1	0	0	0	0
ENST00000640805.1	0	0	0	0
ENST00000640821.3	0	0	0	0
ENST00000640846.1	0	0	0	0
ENST00000640853.1	826	19	804	13
ENST00000640888.2	263	13	253	10
ENST00000640959.1	0	0	0	0
ENST00000640961.2	569	27	558	20
ENST00000641002.1	0	0	0	0
ENST00000641015.1	0	0	0	0
ENST00000641019.1	0	0	0	0
ENST00000641027.1	0	0	0	0
ENST00000641042.1	0	0	0	0
ENST00000641044.1	0	0	0	0
ENST00000641045.1	0	0	0	0
ENST00000641068.1	0	0	0	0
ENST00000641069.1	0	0	0	0
ENST00000641076.1	0	0	0	0
ENST00000641086.1	0	0	0	0
ENST00000641090.1	0	0	0	0
ENST00000641093.1	0	0	0	0
ENST00000641113.1	0	0	0	0
ENST00000641114.1	0	0	0	0
ENST00000641124.1	0	0	0	0
ENST00000641125.1	0	0	0	0
ENST00000641129.1	0	0	0	0
ENST00000641131.1	0	0	0	0
ENST00000641137.1	0	0	0	0
ENST00000641139.1	0	0	0	0
ENST00000641141.1	0	0	0	0
ENST00000641149.1	0	0	0	0
ENST00000641156.1	0	0	0	0
ENST00000641159.1	0	0	0	0
ENST00000641164.1	0	0	0	0
ENST00000641167.1	0	0	0	0
ENST00000641181.1	0	0	0	0
ENST00000641185.1	0	0	0	0
ENST00000641193.1	0	0	0	0
ENST00000641196.1	0	0	0	0
ENST00000641198.1	1279	316	1704	317
ENST00000641199.1	0	0	0	0
ENST00000641200.1	0	0	0	0
ENST00000641202.1	0	0	0	0
ENST00000641206.2	466	100	441	73
ENST00000641211.1	0	0	0	0
ENST00000641220.1	0	0	0	0
ENST00000641240.1	0	0	0	0
ENST00000641244.1	0	0	0	0
ENST00000641251.1	0	0	0	0
ENST00000641256.1	0	0	0	0
ENST00000641258.1	0	0	0	0
ENST00000641268.1	0	0	0	0
ENST00000641276.1	0	0	0	0
ENST00000641288.1	0	0	0	0
ENST00000641291.1	0	0	0	0
ENST00000641310.1	0	0	0	0
ENST00000641318.1	0	0	0	0
ENST00000641320.1	0	0	0	0
ENST00000641329.1	0	0	0	0
ENST00000641342.1	0	0	0	0
ENST00000641350.1	0	2	0	1
ENST00000641359.1	0	0	0	0
ENST00000641363.1	0	0	0	0
ENST00000641364.1	0	0	0	0
ENST00000641380.1	0	0	0	0
ENST00000641389.1	34	11	27	10
ENST00000641394.1	0	0	0	0
ENST00000641398.1	0	0	0	0
ENST00000641412.1	0	0	0	0
ENST00000641417.1	0	0	0	0
ENST00000641419.1	0	0	0	0
ENST00000641429.1	0	0	0	0
ENST00000641432.1	0	0	0	0
ENST00000641439.1	0	0	0	0
ENST00000641440.1	0	0	0	0
ENST00000641449.1	0	0	0	0
ENST00000641450.1	0	0	0	0
ENST00000641451.1	0	0	0	0
ENST00000641461.1	0	0	0	0
ENST00000641462.2	2	0	1	0
ENST00000641470.1	0	0	0	0
ENST00000641490.1	0	0	0	0
ENST00000641492.1	0	0	0	0
ENST00000641512.1	0	0	0	0
ENST00000641517.1	0	0	0	0
ENST00000641521.1	0	0	0	0
ENST00000641524.1	0	0	0	0
ENST00000641526.1	0	0	0	0
ENST00000641528.1	0	0	0	0
ENST00000641530.1	0	0	0	0
ENST00000641540.1	0	0	0	0
ENST00000641541.1	0	0	0	0
ENST00000641544.1	0	0	0	0
ENST00000641546.1	0	0	0	0
ENST00000641559.1	0	0	0	0
ENST00000641568.1	0	0	0	0
ENST00000641569.1	0	0	0	0
ENST00000641576.1	0	0	0	0
ENST00000641580.1	0	0	0	0
ENST00000641585.1	0	0	0	0
ENST00000641592.1	0	0	0	0
ENST00000641597.1	2160	874	2083	697
ENST00000641600.1	0	0	0	0
ENST00000641605.1	0	0	0	0
ENST00000641622.1	0	0	0	0
ENST00000641626.1	0	0	0	0
ENST00000641627.1	0	0	0	0
ENST00000641644.1	1	0	1	0
ENST00000641645.1	0	0	0	0
ENST00000641646.1	0	0	0	0
ENST00000641649.1	0	0	0	0
ENST00000641651.1	0	0	0	0
ENST00000641652.1	0	0	0	0
ENST00000641659.1	0	0	0	0
ENST00000641662.1	0	0	0	0
ENST00000641663.1	0	0	0	0
ENST00000641664.1	0	0	0	0
ENST00000641665.1	0	0	0	0
ENST00000641668.1	0	0	0	0
ENST00000641670.1	0	0	0	0
ENST00000641672.1	0	0	0	0
ENST00000641673.1	0	0	0	0
ENST00000641687.1	0	0	0	0
ENST00000641692.1	0	0	0	0
ENST00000641693.1	0	0	0	0
ENST00000641698.1	0	0	0	0
ENST00000641700.1	0	0	0	0
ENST00000641714.1	0	0	0	0
ENST00000641726.1	0	0	0	0
ENST00000641732.1	0	0	0	0
ENST00000641760.1	0	0	0	0
ENST00000641768.1	0	0	0	0
ENST00000641771.1	0	0	0	0
ENST00000641792.1	1	0	0	0
ENST00000641793.1	0	0	0	0
ENST00000641801.1	1	0	0	0
ENST00000641802.1	0	0	0	0
ENST00000641804.1	0	0	0	0
ENST00000641810.1	0	0	0	0
ENST00000641816.1	0	0	0	0
ENST00000641817.1	0	0	0	0
ENST00000641819.1	0	0	0	0
ENST00000641822.1	0	0	0	0
ENST00000641833.1	0	0	0	0
ENST00000641840.1	0	0	0	0
ENST00000641841.1	0	0	0	0
ENST00000641846.1	0	0	0	0
ENST00000641850.1	1	0	0	0
ENST00000641863.1	19	5	0	0
ENST00000641865.1	0	0	0	0
ENST00000641866.1	0	0	0	0
ENST00000641868.1	0	0	0	0
ENST00000641874.1	0	0	0	0
ENST00000641879.1	0	0	0	0
ENST00000641885.1	0	0	0	0
ENST00000641895.1	0	0	0	0
ENST00000641896.1	0	0	0	0
ENST00000641898.1	0	0	0	0
ENST00000641900.1	0	0	0	0
ENST00000641905.1	0	0	0	0
ENST00000641918.1	0	0	0	0
ENST00000641921.1	0	0	0	0
ENST00000641925.1	0	0	0	0
ENST00000641926.1	0	0	0	0
ENST00000641930.1	0	0	0	0
ENST00000641945.1	1	0	0	0
ENST00000641960.1	0	0	0	0
ENST00000641962.1	0	0	0	0
ENST00000641972.1	0	0	0	0
ENST00000641976.1	0	0	0	0
ENST00000641981.1	0	0	0	0
ENST00000641992.1	0	0	0	0
ENST00000641993.1	0	0	0	0
ENST00000642005.1	0	0	0	0
ENST00000642017.2	574	31	560	26
ENST00000642029.1	0	0	0	0
ENST00000642030.1	0	0	0	0
ENST00000642046.1	0	0	0	0
ENST00000642047.1	0	0	0	0
ENST00000642050.1	1313	322	1278	264
ENST00000642051.1	0	0	0	0
ENST00000642055.1	0	0	0	0
ENST00000642057.1	0	0	0	0
ENST00000642058.1	0	0	0	0
ENST00000642064.1	0	0	0	0
ENST00000642069.1	0	0	0	0
ENST00000642080.1	0	0	0	0
ENST00000642090.1	0	0	0	0
ENST00000642092.1	0	0	0	0
ENST00000642097.1	0	0	0	0
ENST00000642104.1	0	0	0	0
ENST00000642108.1	0	0	0	0
ENST00000642119.1	0	0	0	0
ENST00000642125.1	0	0	0	0
ENST00000642195.1	537	93	526	75
ENST00000642238.1	352	42	335	29
ENST00000642278.1	432	31	424	27
ENST00000642319.1	599	79	604	60
ENST00000642343.1	0	0	0	0
ENST00000642384.2	0	0	0	0
ENST00000642385.2	893	91	878	72
ENST00000642475.1	2396	364	2373	272
ENST00000642555.1	474	150	471	112
ENST00000642566.1	0	0	0	0
ENST00000642603.2	0	0	0	0
ENST00000642629.2	6	2	2	0
ENST00000642691.1	128	29	123	27
ENST00000642696.1	94	15	94	13
ENST00000642706.1	0	0	0	0
ENST00000642720.2	0	0	0	0
ENST00000642841.1	48	8	30	5
ENST00000642864.1	62	5	56	3
ENST00000642889.1	11	0	7	0
ENST00000642900.1	1248	255	1635	234
ENST00000642911.1	0	0	0	0
ENST00000642920.2	0	0	0	0
ENST00000642948.1	0	0	0	0
ENST00000642955.1	732	98	683	62
ENST00000642985.1	0	0	0	0
ENST00000643008.1	0	0	0	0
ENST00000643046.1	0	0	0	0
ENST00000643116.3	1358	453	1315	374
ENST00000643121.1	0	0	0	0
ENST00000643144.2	319	28	2	0
ENST00000643185.1	0	0	0	0
ENST00000643221.1	49	2	0	0
ENST00000643224.2	0	0	0	0
ENST00000643230.2	1	0	1	0
ENST00000643237.3	432	43	415	36
ENST00000643257.2	1569	452	1488	352
ENST00000643258.1	0	0	0	0
ENST00000643273.2	642	76	637	54
ENST00000643316.1	0	0	0	0
ENST00000643349.1	0	0	0	0
ENST00000643396.1	0	0	0	0
ENST00000643460.2	3	0	3	0
ENST00000643483.1	918	92	856	67
ENST00000643536.1	0	0	0	0
ENST00000643581.1	581	53	561	41
ENST00000643606.3	0	0	0	0
ENST00000643607.2	0	0	0	0
ENST00000643617.1	197	54	199	46
ENST00000643663.1	0	0	0	0
ENST00000643721.1	179	41	175	32
ENST00000643759.2	2	0	1	0
ENST00000643777.3	0	0	0	0
ENST00000643871.1	180	22	176	20
ENST00000643876.1	0	0	0	0
ENST00000643905.1	6	0	3	0
ENST00000643927.1	77	8	75	6
ENST00000643940.1	0	0	0	0
ENST00000643944.2	731	91	580	45
ENST00000644024.2	0	0	0	0
ENST00000644067.1	1420	324	1483	265
ENST00000644072.2	608	46	606	39
ENST00000644144.2	563	174	0	0
ENST00000644178.1	841	189	802	137
ENST00000644200.2	74	14	71	12
ENST00000644224.2	30	4	31	3
ENST00000644252.3	829	228	978	198
ENST00000644266.1	0	0	0	0
ENST00000644269.2	9	0	10	0
ENST00000644350.1	1	0	1	0
ENST00000644354.1	0	0	0	0
ENST00000644371.2	758	71	748	59
ENST00000644474.1	599	130	580	102
ENST00000644480.2	0	0	0	0
ENST00000644486.2	297	11	245	4
ENST00000644495.1	562	77	546	62
ENST00000644510.2	1054	163	1039	119
ENST00000644529.1	0	0	0	0
ENST00000644531.1	30	15	17	2
ENST00000644544.1	1	0	0	0
ENST00000644580.2	3	1	2	1
ENST00000644604.1	0	0	2	0
ENST00000644613.1	0	0	0	0
ENST00000644635.1	170	16	169	15
ENST00000644641.2	0	0	0	0
ENST00000644646.1	558	86	557	61
ENST00000644661.1	1	0	0	0
ENST00000644715.2	372	41	458	39
ENST00000644719.2	0	0	0	0
ENST00000644744.1	469	28	459	18
ENST00000644773.1	182	4	176	4
ENST00000644787.1	6	0	6	0
ENST00000644793.1	922	140	932	114
ENST00000644802.2	252	36	523	47
ENST00000644820.1	21	0	22	0
ENST00000644823.1	1	0	0	0
ENST00000644824.1	6	0	6	0
ENST00000644859.2	0	0	0	0
ENST00000644866.2	468	86	450	60
ENST00000644874.2	243	16	241	11
ENST00000644876.1	2231	622	1662	286
ENST00000644903.1	0	0	0	0
ENST00000644917.1	1	1	1	1
ENST00000644946.1	198	60	177	29
ENST00000644974.1	361	125	342	96
ENST00000645002.1	201	69	171	52
ENST00000645022.1	482	251	9	5
ENST00000645032.1	124	11	121	8
ENST00000645057.1	0	0	0	0
ENST00000645147.1	0	0	0	0
ENST00000645188.1	511	67	503	47
ENST00000645190.1	443	84	424	61
ENST00000645214.2	453	21	443	17
ENST00000645237.2	765	68	742	49
ENST00000645271.1	0	15	0	15
ENST00000645284.1	1	0	1	0
ENST00000645291.2	1	0	1	0
ENST00000645320.1	4245	1323	4143	981
ENST00000645361.2	0	0	0	3
ENST00000645393.1	0	0	0	0
ENST00000645439.1	491	73	456	60
ENST00000645440.1	302	299	1120	821
ENST00000645453.2	7	0	6	0
ENST00000645481.2	248	63	197	47
ENST00000645489.1	0	0	0	0
ENST00000645495.2	985	177	1694	203
ENST00000645496.1	56	29	1416	763
ENST00000645526.1	455	20	444	14
ENST00000645548.1	22	78	21	54
ENST00000645567.1	1287	286	1239	213
ENST00000645590.1	0	0	0	0
ENST00000645632.1	754	164	754	116
ENST00000645635.1	0	0	0	0
ENST00000645668.2	313	49	420	38
ENST00000645694.3	90	12	78	11
ENST00000645793.1	256	41	241	28
ENST00000645818.2	405	129	389	101
ENST00000645831.2	314	54	246	29
ENST00000645843.1	223	13	219	11
ENST00000645898.1	156	37	152	28
ENST00000645972.2	0	0	0	0
ENST00000646001.2	411	11	397	6
ENST00000646038.1	23	18	22	16
ENST00000646065.1	319	56	300	34
ENST00000646076.1	817	130	802	106
ENST00000646100.2	0	0	1	0
ENST00000646102.1	633	57	630	41
ENST00000646118.1	0	3	0	0
ENST00000646124.2	313	86	318	72
ENST00000646139.2	0	0	0	0
ENST00000646142.1	12	0	0	0
ENST00000646150.1	0	0	0	0
ENST00000646158.1	0	0	0	0
ENST00000646160.1	3	0	2	0
ENST00000646171.1	0	0	0	0
ENST00000646262.1	0	0	0	0
ENST00000646299.1	345	16	357	17
ENST00000646357.1	0	0	0	0
ENST00000646375.1	4	1	4	1
ENST00000646385.1	0	0	0	0
ENST00000646438.1	0	0	0	0
ENST00000646441.1	667	80	661	57
ENST00000646446.1	0	0	0	0
ENST00000646476.1	1	0	0	0
ENST00000646505.1	0	0	0	0
ENST00000646520.1	124	18	117	16
ENST00000646605.1	0	0	0	0
ENST00000646611.1	3	0	2	0
ENST00000646630.1	48	53	46	35
ENST00000646641.1	74	3	68	2
ENST00000646647.2	1180	298	1147	230
ENST00000646651.1	713	70	695	51
ENST00000646664.1	1506	3306	811	852
ENST00000646673.2	677	45	664	27
ENST00000646701.1	0	0	0	0
ENST00000646704.1	0	0	0	0
ENST00000646743.1	0	0	0	0
ENST00000646896.1	430	98	442	79
ENST00000646907.1	0	0	0	0
ENST00000646931.2	0	0	0	0
ENST00000646932.1	618	81	909	71
ENST00000646974.2	916	892	1812	1313
ENST00000646991.2	0	0	0	0
ENST00000647009.1	462	26	457	21
ENST00000647020.1	0	0	0	0
ENST00000647022.1	0	0	0	0
ENST00000647044.1	0	0	0	0
ENST00000647097.2	457	41	447	29
ENST00000647146.1	0	0	0	0
ENST00000647165.2	0	0	0	0
ENST00000647225.1	12	11	0	0
ENST00000647248.2	577	664	835	559
ENST00000647317.1	0	0	0	0
ENST00000647318.1	0	0	0	0
ENST00000647358.2	0	0	0	0
ENST00000647374.2	24	0	21	0
ENST00000647395.1	0	0	0	0
ENST00000647410.1	0	0	0	0
ENST00000647435.1	1897	2422	1530	1392
ENST00000647444.2	211	94	389	119
ENST00000647468.2	211	27	197	18
ENST00000647529.1	814	239	1030	275
ENST00000647536.1	3	0	3	0
ENST00000647543.1	0	0	0	0
ENST00000647546.1	0	0	0	0
ENST00000647561.1	1287	590	1253	468
ENST00000647563.2	0	9	0	8
ENST00000647578.1	987	83	937	68
ENST00000647584.2	581	127	581	99
ENST00000647612.1	0	0	0	0
ENST00000647633.1	4	0	8	0
ENST00000647634.2	0	0	0	0
ENST00000647659.1	672	94	649	72
ENST00000647684.1	0	0	0	0
ENST00000647725.1	0	0	0	0
ENST00000647727.1	0	0	0	0
ENST00000647760.1	0	0	0	0
ENST00000647769.1	0	0	0	0
ENST00000647773.1	57	17	0	0
ENST00000647774.1	0	0	0	0
ENST00000647775.1	0	0	0	0
ENST00000647779.1	0	0	1	0
ENST00000647789.2	1	0	0	0
ENST00000647800.2	1121	179	1132	150
ENST00000647811.1	803	382	753	282
ENST00000647814.1	10	4	10	3
ENST00000647816.1	0	0	0	0
ENST00000647833.1	0	0	0	0
ENST00000647841.1	9	12	3	43
ENST00000647861.1	44	8	40	5
ENST00000647874.1	0	0	0	0
ENST00000647887.1	64	11	268	45
ENST00000647893.1	471	9	458	10
ENST00000647897.1	477	56	448	40
ENST00000647903.1	0	0	0	0
ENST00000647937.1	0	0	0	0
ENST00000647941.2	368	34	370	28
ENST00000647945.1	0	0	0	0
ENST00000647956.2	983	135	939	101
ENST00000647958.1	3	3	3	1
ENST00000647960.1	0	0	0	0
ENST00000648006.2	1018	604	1001	423
ENST00000648009.1	3	2	3	1
ENST00000648033.1	0	0	0	0
ENST00000648057.3	3	0	2	0
ENST00000648076.2	0	0	0	0
ENST00000648086.1	1	0	1	0
ENST00000648100.1	0	0	0	0
ENST00000648112.1	0	0	0	0
ENST00000648156.1	0	0	0	0
ENST00000648164.1	0	0	0	0
ENST00000648169.1	529	50	525	39
ENST00000648174.1	0	0	0	0
ENST00000648180.1	91	8	91	4
ENST00000648193.1	0	0	0	0
ENST00000648240.1	0	0	0	0
ENST00000648244.1	0	0	0	0
ENST00000648261.1	0	0	0	0
ENST00000648268.1	2	0	2	0
ENST00000648272.1	0	0	0	0
ENST00000648304.1	0	0	0	0
ENST00000648309.1	2375	724	2251	540
ENST00000648315.1	0	0	0	0
ENST00000648319.1	197	18	191	16
ENST00000648323.1	56	2	52	1
ENST00000648336.2	884	161	1117	132
ENST00000648344.1	0	0	0	0
ENST00000648346.1	832	283	788	220
ENST00000648368.1	0	0	0	0
ENST00000648378.1	35	0	34	0
ENST00000648405.2	0	0	0	0
ENST00000648435.1	0	0	0	0
ENST00000648446.1	2123	474	1985	351
ENST00000648485.1	0	0	0	0
ENST00000648509.2	5	6	4	5
ENST00000648542.1	143	9	109	4
