transcript_id	genome_ribo_reads	genome_rna_reads	txome_ribo_reads	txome_rna_reads
ENST00000358572.10	380	48	485	25
ENST00000358582.9	0	0	0	0
ENST00000358585.3	0	0	0	0
ENST00000358590.8	18	26	14	17
ENST00000358595.10	1073	134	1072	98
ENST00000358615.9	0	0	0	0
ENST00000358625.3	792	298	802	209
ENST00000358642.2	0	0	0	0
ENST00000358647.4	0	0	0	0
ENST00000358654.2	0	0	0	0
ENST00000358658.8	0	0	0	0
ENST00000358664.9	357	20	335	17
ENST00000358666.7	393	103	520	93
ENST00000358689.9	335	55	329	42
ENST00000358691.10	1022	90	999	66
ENST00000358697.5	17	5	6	4
ENST00000358701.10	1212	260	1178	206
ENST00000358704.4	11	1	11	1
ENST00000358731.9	906	220	824	141
ENST00000358739.4	162	0	52	0
ENST00000358741.4	5	7	5	4
ENST00000358749.3	0	0	0	0
ENST00000358752.3	85	19	82	17
ENST00000358755.5	1035	128	1021	92
ENST00000358757.5	20	0	0	0
ENST00000358763.7	0	0	0	0
ENST00000358769.7	99	2	93	2
ENST00000358776.7	225	8	216	8
ENST00000358780.10	255	21	235	16
ENST00000358781.7	0	0	0	0
ENST00000358784.11	573	52	569	43
ENST00000358791.9	191	15	179	13
ENST00000358807.8	340	80	335	62
ENST00000358812.9	349	15	338	12
ENST00000358813.5	0	0	0	0
ENST00000358821.8	0	0	0	0
ENST00000358835.7	444	133	434	104
ENST00000358842.5	1	0	0	0
ENST00000358849.8	404	56	391	43
ENST00000358859.3	0	0	0	0
ENST00000358864.1	0	0	0	0
ENST00000358867.11	533	78	509	51
ENST00000358869.5	1000	99	930	66
ENST00000358894.10	2	0	2	0
ENST00000358897.8	4	5	4	5
ENST00000358901.11	3232	1281	3195	972
ENST00000358912.5	165	10	165	8
ENST00000358913.9	418	31	409	21
ENST00000358933.10	1048	232	1024	180
ENST00000358935.3	493	31	500	25
ENST00000358951.7	1189	141	1197	110
ENST00000358970.9	0	0	0	0
ENST00000358993.3	0	0	0	0
ENST00000359015.5	248	37	237	29
ENST00000359039.5	826	82	638	39
ENST00000359042.6	504	50	486	39
ENST00000359062.3	2685	475	2602	331
ENST00000359086.4	0	0	0	0
ENST00000359114.9	26	0	26	0
ENST00000359128.10	0	0	0	0
ENST00000359154.6	424	89	398	60
ENST00000359175.8	0	0	0	0
ENST00000359193.3	587	8	138	0
ENST00000359202.5	0	0	0	0
ENST00000359204.5	349	65	279	45
ENST00000359209.11	1344	262	1250	197
ENST00000359227.8	0	0	0	0
ENST00000359228.4	0	0	0	0
ENST00000359232.8	141	25	130	14
ENST00000359236.10	156	12	151	10
ENST00000359237.9	52	0	51	0
ENST00000359246.9	283	78	301	67
ENST00000359263.9	4042	1399	3926	1006
ENST00000359271.4	1	0	1	0
ENST00000359286.4	0	0	0	0
ENST00000359299.8	214	9	213	6
ENST00000359303.4	10	0	5	0
ENST00000359308.8	1478	895	3215	1207
ENST00000359314.5	1075	180	1056	137
ENST00000359315.6	221	28	209	19
ENST00000359318.8	0	0	0	0
ENST00000359320.7	0	0	0	0
ENST00000359321.2	270	28	262	24
ENST00000359322.5	1	0	1	0
ENST00000359332.7	4	0	3	0
ENST00000359333.8	5	0	5	0
ENST00000359337.9	2299	837	2140	656
ENST00000359342.6	0	0	0	0
ENST00000359345.5	0	6	0	5
ENST00000359358.9	0	0	0	0
ENST00000359362.6	0	0	0	0
ENST00000359365.8	331	49	311	30
ENST00000359396.8	0	0	0	0
ENST00000359426.6	1229	217	1137	160
ENST00000359428.10	1626	184	1596	157
ENST00000359429.11	409	61	88	5
ENST00000359435.8	371	135	152	46
ENST00000359440.6	0	0	0	0
ENST00000359441.4	0	0	0	0
ENST00000359446.9	111	23	111	19
ENST00000359450.6	1	7	0	0
ENST00000359452.9	0	0	0	0
ENST00000359467.8	141	29	28	2
ENST00000359470.6	4	1	4	1
ENST00000359478.7	34	0	34	0
ENST00000359481.9	0	0	0	0
ENST00000359511.4	304	22	298	19
ENST00000359520.12	225	34	220	30
ENST00000359523.7	518	63	702	54
ENST00000359534.4	63	5	63	3
ENST00000359541.6	922	233	907	177
ENST00000359543.8	408	34	380	27
ENST00000359546.8	0	0	0	0
ENST00000359562.4	0	0	0	0
ENST00000359568.10	560	232	523	183
ENST00000359570.9	1	0	1	0
ENST00000359579.5	54	1	26	0
ENST00000359591.9	810	162	793	128
ENST00000359593.9	238	36	233	31
ENST00000359594.3	0	0	0	0
ENST00000359600.6	76	17	82	15
ENST00000359610.3	0	0	0	0
ENST00000359611.4	574	0	176	0
ENST00000359621.5	0	0	0	0
ENST00000359623.9	219	18	199	11
ENST00000359626.10	203	15	90	6
ENST00000359644.7	1728	308	1710	233
ENST00000359650.10	0	0	0	0
ENST00000359651.7	168	25	162	18
ENST00000359653.4	443	105	423	60
ENST00000359655.9	765	88	750	77
ENST00000359678.10	554	48	649	40
ENST00000359707.8	1574	292	1525	204
ENST00000359741.9	1044	92	980	74
ENST00000359742.8	0	1	0	0
ENST00000359759.8	733	157	699	135
ENST00000359775.10	57	18	53	14
ENST00000359785.10	2	0	2	0
ENST00000359787.5	6	0	6	0
ENST00000359788.9	122	11	39	2
ENST00000359794.11	1970	384	1920	293
ENST00000359798.9	102	6	29	1
ENST00000359801.8	0	0	0	0
ENST00000359827.7	116	30	101	26
ENST00000359842.10	0	0	0	0
ENST00000359843.8	852	409	806	309
ENST00000359846.6	0	0	0	0
ENST00000359856.11	931	381	918	303
ENST00000359864.7	412	116	376	80
ENST00000359866.9	343	61	366	51
ENST00000359872.6	1	0	1	0
ENST00000359874.7	33	9	38	5
ENST00000359878.8	119	17	116	13
ENST00000359890.8	827	124	802	89
ENST00000359918.8	1	0	0	0
ENST00000359930.8	935	211	944	164
ENST00000359933.6	478	43	463	32
ENST00000359943.8	6	0	532	54
ENST00000359957.8	584	184	546	141
ENST00000359963.4	0	0	0	0
ENST00000359971.3	15	9	12	2
ENST00000359988.4	0	0	0	0
ENST00000360001.11	1159	599	1076	443
ENST00000360004.5	0	2	0	0
ENST00000360013.7	24	0	23	0
ENST00000360028.4	0	0	0	0
ENST00000360029.4	1	0	1	0
ENST00000360032.4	0	0	0	0
ENST00000360039.9	0	3	0	2
ENST00000360057.7	51	0	42	0
ENST00000360066.6	81	12	75	9
ENST00000360085.6	0	0	0	0
ENST00000360090.4	0	0	0	0
ENST00000360127.7	133	17	127	15
ENST00000360128.11	627	79	620	52
ENST00000360131.5	337	185	332	151
ENST00000360141.8	0	0	0	0
ENST00000360150.9	879	95	878	69
ENST00000360156.11	627	79	558	55
ENST00000360168.7	22	2	17	0
ENST00000360184.10	3383	1106	3316	881
ENST00000360202.9	0	0	0	0
ENST00000360203.11	102	57	26	6
ENST00000360213.1	0	0	0	0
ENST00000360214.8	1922	613	1742	430
ENST00000360228.11	5	1	5	0
ENST00000360242.9	21	1	20	1
ENST00000360256.9	34	0	37	0
ENST00000360264.7	990	195	938	147
ENST00000360270.7	1773	855	2371	867
ENST00000360273.7	0	0	0	0
ENST00000360299.10	447	39	403	26
ENST00000360304.7	349	63	355	53
ENST00000360311.5	75	10	26	1
ENST00000360314.7	0	0	0	0
ENST00000360321.7	3	0	3	0
ENST00000360325.11	19	0	17	1
ENST00000360338.4	752	4	547	3
ENST00000360356.6	262	24	253	17
ENST00000360357.8	1	0	0	0
ENST00000360358.3	0	0	0	0
ENST00000360366.8	88	24	81	17
ENST00000360370.8	284	19	272	12
ENST00000360374.2	0	0	0	0
ENST00000360375.8	167	30	157	23
ENST00000360388.9	7	0	7	0
ENST00000360403.7	913	87	893	64
ENST00000360413.7	0	0	0	0
ENST00000360416.8	2262	978	2117	731
ENST00000360421.8	0	0	0	0
ENST00000360423.12	1	0	0	0
ENST00000360428.9	333	10	309	7
ENST00000360461.9	275	87	262	69
ENST00000360464.4	0	0	0	0
ENST00000360465.8	3	0	0	0
ENST00000360467.7	3776	1986	3652	1592
ENST00000360472.9	428	84	425	63
ENST00000360476.8	85	11	84	9
ENST00000360490.7	814	78	814	57
ENST00000360525.8	170	13	157	4
ENST00000360534.8	0	0	0	0
ENST00000360535.9	0	8	0	5
ENST00000360537.6	410	150	387	112
ENST00000360538.7	951	147	920	112
ENST00000360540.9	302	11	349	10
ENST00000360541.10	1080	362	1742	379
ENST00000360542.5	0	0	0	0
ENST00000360564.5	178	40	171	35
ENST00000360565.8	699	173	657	128
ENST00000360578.7	9	3	8	2
ENST00000360581.6	0	0	0	0
ENST00000360586.8	1187	148	1194	117
ENST00000360587.2	2	0	2	0
ENST00000360589.4	2	0	1	0
ENST00000360596.7	237	24	226	22
ENST00000360612.5	632	322	551	227
ENST00000360614.8	1407	565	1399	483
ENST00000360631.7	77	1	76	1
ENST00000360635.7	607	188	578	139
ENST00000360639.6	336	49	315	40
ENST00000360647.8	733	68	703	46
ENST00000360652.7	58	58	57	46
ENST00000360655.8	946	151	887	117
ENST00000360658.2	0	0	0	0
ENST00000360663.9	623	65	589	49
ENST00000360668.8	130	10	122	8
ENST00000360683.6	705	68	687	51
ENST00000360689.9	299	42	292	32
ENST00000360700.4	197	24	191	22
ENST00000360716.8	1	0	0	0
ENST00000360768.5	300	43	366	46
ENST00000360770.3	0	0	0	0
ENST00000360771.8	0	0	0	0
ENST00000360774.6	1	0	1	0
ENST00000360796.9	507	94	0	0
ENST00000360802.5	1179	194	1126	149
ENST00000360803.9	1564	359	1596	291
ENST00000360814.8	610	92	577	64
ENST00000360820.7	599	71	803	61
ENST00000360835.9	624	72	599	53
ENST00000360839.7	5	5	9	5
ENST00000360840.9	1301	418	1221	305
ENST00000360844.6	0	0	0	0
ENST00000360845.3	989	116	1080	96
ENST00000360863.11	0	0	0	0
ENST00000360864.9	369	41	370	30
ENST00000360871.7	135	21	128	16
ENST00000360876.9	2933	1286	2882	1000
ENST00000360900.11	211	15	204	20
ENST00000360909.7	538	50	517	40
ENST00000360943.10	857	146	842	111
ENST00000360945.7	1	1	1	1
ENST00000360947.8	17	31	14	24
ENST00000360954.3	13	0	6	0
ENST00000360957.10	597	100	582	73
ENST00000360961.11	211	17	214	16
ENST00000360986.9	234	47	201	38
ENST00000361010.7	0	0	0	0
ENST00000361017.9	0	0	0	0
ENST00000361028.5	204	11	158	6
ENST00000361050.4	0	0	0	0
ENST00000361055.9	839	132	831	103
ENST00000361059.7	0	0	0	0
ENST00000361060.5	1392	126	1358	94
ENST00000361066.7	1384	498	1382	343
ENST00000361069.9	354	75	334	60
ENST00000361070.9	1129	158	1057	124
ENST00000361084.10	0	0	0	0
ENST00000361085.9	79	5	67	5
ENST00000361092.9	65	1	57	1
ENST00000361099.8	1726	286	1690	213
ENST00000361101.8	674	144	630	89
ENST00000361113.10	221	12	107	3
ENST00000361114.10	1129	135	1124	104
ENST00000361115.4	14	1	14	1
ENST00000361127.6	418	24	395	19
ENST00000361131.5	0	0	0	0
ENST00000361138.7	864	125	904	107
ENST00000361162.10	1196	486	1439	431
ENST00000361170.7	790	289	763	221
ENST00000361171.8	8	0	8	0
ENST00000361175.8	1200	175	1176	142
ENST00000361183.8	1007	244	1185	181
ENST00000361189.7	1645	208	1553	148
ENST00000361193.8	97	31	99	28
ENST00000361200.7	6	0	6	0
ENST00000361204.9	1344	460	1300	363
ENST00000361209.6	61	4	61	6
ENST00000361216.8	2	0	1	0
ENST00000361217.9	194	134	182	107
ENST00000361228.5	66	1	66	0
ENST00000361234.9	439	57	430	48
ENST00000361246.7	1062	325	1041	255
ENST00000361249.4	0	0	0	0
ENST00000361256.10	501	105	0	0
ENST00000361264.9	766	148	736	118
ENST00000361271.8	489	35	466	27
ENST00000361272.9	386	61	682	64
ENST00000361288.9	339	66	329	59
ENST00000361297.7	369	186	346	138
ENST00000361309.5	807	48	738	31
ENST00000361311.4	2016	437	1956	347
ENST00000361314.5	67	6	67	5
ENST00000361320.5	2	0	2	0
ENST00000361328.7	93	21	76	15
ENST00000361335.1	463	1152	487	828
ENST00000361337.3	1591	412	1798	369
ENST00000361354.9	2237	343	2221	262
ENST00000361355.8	0	2	0	0
ENST00000361360.4	0	1	0	0
ENST00000361361.7	260	119	256	99
ENST00000361362.7	1	0	0	0
ENST00000361365.7	2	1	0	0
ENST00000361367.7	1412	265	1416	208
ENST00000361368.6	560	126	557	90
ENST00000361379.9	1	0	1	0
ENST00000361383.11	874	171	928	148
ENST00000361384.7	267	40	261	30
ENST00000361387.6	433	70	466	50
ENST00000361400.9	17	5	0	0
ENST00000361413.8	385	69	338	40
ENST00000361418.9	927	142	912	110
ENST00000361420.8	45	3	40	1
ENST00000361421.2	444	54	442	36
ENST00000361427.6	91	87	307	94
ENST00000361428.3	305	80	291	59
ENST00000361432.3	37	0	256	22
ENST00000361436.10	178	373	889	918
ENST00000361439.9	712	131	693	99
ENST00000361441.5	27	0	7	0
ENST00000361445.9	1773	346	1752	284
ENST00000361446.5	0	0	0	0
ENST00000361462.7	191	29	180	25
ENST00000361464.8	1425	248	1390	192
ENST00000361466.7	0	1	0	0
ENST00000361470.4	0	0	0	0
ENST00000361474.6	11	2	12	2
ENST00000361475.7	663	96	649	84
ENST00000361478.1	409	53	396	43
ENST00000361479.10	557	112	720	125
ENST00000361483.4	17	0	15	0
ENST00000361484.5	0	0	0	0
ENST00000361487.7	29	13	24	11
ENST00000361488.7	52	2	51	1
ENST00000361505.10	1019	133	988	109
ENST00000361507.5	43	2	41	2
ENST00000361511.8	15	0	15	0
ENST00000361516.8	0	0	0	0
ENST00000361518.10	261	53	261	46
ENST00000361523.8	615	162	596	121
ENST00000361524.8	205	63	199	48
ENST00000361529.5	2	0	1	0
ENST00000361530.11	15	1	16	1
ENST00000361539.5	0	0	0	0
ENST00000361544.11	52	4	50	2
ENST00000361547.7	253	29	237	22
ENST00000361548.9	0	0	0	0
ENST00000361564.9	322	102	428	55
ENST00000361565.9	1816	359	1798	271
ENST00000361566.7	83	9	75	4
ENST00000361567.2	2451	4523	2810	3628
ENST00000361573.2	185	21	183	16
ENST00000361574.10	324	55	321	45
ENST00000361575.4	4	0	105	30
ENST00000361580.7	619	47	612	39
ENST00000361582.8	293	50	294	39
ENST00000361584.5	108	13	69	7
ENST00000361603.7	920	121	899	76
ENST00000361605.4	354	29	326	20
ENST00000361611.11	1171	463	1127	376
ENST00000361618.4	16	2	15	1
ENST00000361627.8	1068	183	1009	125
ENST00000361640.5	1	0	1	0
ENST00000361644.3	0	0	0	0
ENST00000361648.6	991	101	955	65
ENST00000361661.6	0	6	0	4
ENST00000361664.7	5	0	5	0
ENST00000361669.6	0	0	0	0
ENST00000361671.10	837	67	818	48
ENST00000361673.4	547	111	504	76
ENST00000361677.5	319	59	317	49
ENST00000361682.11	878	254	841	204
ENST00000361684.8	419	57	385	38
ENST00000361696.9	26	2	28	2
ENST00000361711.7	206	23	197	20
ENST00000361717.4	254	12	239	10
ENST00000361720.10	165	41	166	32
ENST00000361722.7	133	28	127	24
ENST00000361725.5	119	30	114	27
ENST00000361726.7	0	0	0	0
ENST00000361727.8	0	0	0	0
ENST00000361729.3	168	21	159	16
ENST00000361731.4	389	54	388	48
ENST00000361735.4	677	141	645	111
ENST00000361739.1	694	2275	1593	3411
ENST00000361742.7	0	0	0	0
ENST00000361752.8	826	101	820	83
ENST00000361756.8	548	84	543	59
ENST00000361757.8	482	372	467	284
ENST00000361762.3	604	90	592	73
ENST00000361763.9	0	0	0	0
ENST00000361781.7	606	81	586	61
ENST00000361786.7	276	11	276	10
ENST00000361796.9	1785	354	0	0
ENST00000361804.5	2135	430	2385	371
ENST00000361813.5	527	262	524	201
ENST00000361820.6	0	0	0	0
ENST00000361822.8	530	51	523	43
ENST00000361824.7	134	8	174	4
ENST00000361833.7	0	0	0	0
ENST00000361835.8	0	0	0	0
ENST00000361837.9	284	64	271	48
ENST00000361840.8	268	19	264	14
ENST00000361842.8	0	0	0	0
ENST00000361847.7	50	5	42	5
ENST00000361851.1	161	283	293	249
ENST00000361866.8	837	191	820	142
ENST00000361871.7	163	22	167	19
ENST00000361874.7	2018	606	1955	454
ENST00000361875.7	318	16	297	12
ENST00000361883.6	0	0	0	0
ENST00000361886.3	0	0	0	0
ENST00000361891.9	1641	530	1814	397
ENST00000361899.2	314	793	1320	1649
ENST00000361900.10	18	1	15	1
ENST00000361901.6	2584	1429	2521	1122
ENST00000361902.5	0	0	0	0
ENST00000361908.8	2086	322	2032	243
ENST00000361921.8	0	0	0	0
ENST00000361926.8	0	0	0	0
ENST00000361927.9	35	12	35	6
ENST00000361936.9	112	9	108	4
ENST00000361952.5	415	73	396	63
ENST00000361956.8	1982	514	1880	369
ENST00000361963.3	0	0	0	0
ENST00000361965.8	0	0	0	0
ENST00000361970.10	292	10	290	9
ENST00000361971.10	24	11	23	10
ENST00000361983.7	938	105	914	80
ENST00000361987.6	2	0	0	0
ENST00000362002.3	0	0	0	0
ENST00000362003.9	119	26	117	25
ENST00000362005.7	0	0	0	0
ENST00000362006.11	14	0	13	0
ENST00000362007.6	657	83	638	60
ENST00000362010.7	6	0	6	0
ENST00000362011.7	67	8	61	6
ENST00000362012.7	59	3	55	2
ENST00000362020.4	171	20	167	15
ENST00000362031.10	1017	98	1126	79
ENST00000362032.6	0	0	0	0
ENST00000362034.7	798	216	780	155
ENST00000362057.4	210	95	204	76
ENST00000362061.4	0	0	0	0
ENST00000362063.6	117	19	124	13
ENST00000362065.9	357	88	347	65
ENST00000362072.8	0	0	0	0
ENST00000362074.7	0	0	0	0
ENST00000362091.8	708	97	692	80
ENST00000362097.1	3	0	0	0
ENST00000366329.6	306	24	298	18
ENST00000366425.4	4	6	3	1
ENST00000366472.6	199	67	197	53
ENST00000366473.4	1	0	0	0
ENST00000366476.1	0	0	0	0
ENST00000366480.5	0	0	0	0
ENST00000366481.4	0	0	0	0
ENST00000366485.1	0	0	0	0
ENST00000366503.3	144	9	82	4
ENST00000366508.5	564	155	2356	412
ENST00000366510.4	1128	145	1121	109
ENST00000366513.9	518	46	494	31
ENST00000366514.5	816	109	831	86
ENST00000366523.5	234	23	232	13
ENST00000366534.9	4	0	3	0
ENST00000366535.4	1003	173	1241	183
ENST00000366541.8	315	24	305	17
ENST00000366542.6	333	74	1505	187
ENST00000366548.8	940	183	881	139
ENST00000366552.6	1	0	0	0
ENST00000366553.2	813	144	747	104
ENST00000366554.3	427	38	321	13
ENST00000366559.9	2	0	2	0
ENST00000366560.4	1601	338	1854	285
ENST00000366564.5	1	0	1	0
ENST00000366574.7	12	7	10	5
ENST00000366577.10	1380	121	1359	91
ENST00000366578.6	0	0	0	0
ENST00000366582.8	2581	421	2441	275
ENST00000366592.8	25	2	26	2
ENST00000366600.8	497	91	493	77
ENST00000366607.5	250	127	901	183
ENST00000366609.3	807	148	728	110
ENST00000366612.1	360	58	353	43
ENST00000366618.8	160	12	154	12
ENST00000366621.8	620	73	601	55
ENST00000366624.8	122	32	118	26
ENST00000366628.10	503	56	507	44
ENST00000366630.5	151	51	145	38
ENST00000366639.9	343	30	348	21
ENST00000366641.4	152	20	179	20
ENST00000366645.1	510	33	512	30
ENST00000366647.9	693	177	717	141
ENST00000366651.7	360	27	351	16
ENST00000366654.5	14	7	14	7
ENST00000366661.9	443	29	432	21
ENST00000366663.10	794	124	755	97
ENST00000366667.5	20	6	18	5
ENST00000366669.9	721	109	707	82
ENST00000366671.7	58	8	57	8
ENST00000366672.5	2994	1585	2889	1215
ENST00000366684.7	38	18	4	2
ENST00000366690.5	284	43	278	31
ENST00000366691.4	3	0	3	0
ENST00000366695.3	247	8	100	0
ENST00000366696.2	6	0	0	0
ENST00000366697.6	0	3	0	3
ENST00000366711.4	73	4	66	3
ENST00000366714.3	5	0	5	0
ENST00000366735.5	348	44	334	36
ENST00000366756.4	2	0	2	0
ENST00000366757.3	0	0	0	0
ENST00000366758.7	319	39	318	30
ENST00000366769.7	865	145	837	112
ENST00000366773.8	266	30	261	27
ENST00000366774.4	1	0	1	0
ENST00000366779.5	387	88	383	67
ENST00000366783.8	151	22	139	15
ENST00000366787.7	1	0	1	0
ENST00000366788.8	0	0	0	0
ENST00000366794.10	2060	802	2465	695
ENST00000366795.4	0	0	0	0
ENST00000366810.5	1	0	0	0
ENST00000366812.6	865	142	847	105
ENST00000366815.9	2	0	738	222
ENST00000366820.10	0	0	0	0
ENST00000366832.7	0	0	0	0
ENST00000366834.2	0	0	0	0
ENST00000366835.8	272	31	255	22
ENST00000366843.6	1084	412	1133	317
ENST00000366847.9	416	72	401	54
ENST00000366862.10	609	42	601	30
ENST00000366872.10	0	0	0	0
ENST00000366875.5	1	0	1	0
ENST00000366889.6	0	1	0	0
ENST00000366898.6	0	0	0	0
ENST00000366899.4	221	12	212	10
ENST00000366903.8	113	1	106	1
ENST00000366910.10	788	154	721	122
ENST00000366913.8	183	28	172	23
ENST00000366917.6	278	26	272	18
ENST00000366922.3	1820	393	1824	307
ENST00000366923.8	3624	1057	3541	752
ENST00000366926.4	0	0	0	0
ENST00000366928.10	293	18	289	15
ENST00000366930.9	722	60	707	43
ENST00000366932.4	792	68	786	53
ENST00000366933.5	36	1	34	1
ENST00000366935.8	422	43	415	35
ENST00000366953.8	1	0	1	0
ENST00000366955.8	4317	1673	4183	1249
ENST00000366956.10	1607	218	1549	164
ENST00000366957.10	369	59	362	43
ENST00000366960.8	368	47	356	37
ENST00000366962.8	367	41	359	31
ENST00000366963.9	84	3	74	2
ENST00000366971.9	486	29	470	21
ENST00000366974.9	265	23	262	17
ENST00000366977.8	664	82	632	59
ENST00000366988.5	304	118	276	87
ENST00000366991.5	1451	184	1425	125
ENST00000366994.8	1188	85	1157	63
ENST00000366997.9	629	32	694	25
ENST00000366999.9	764	87	1018	88
ENST00000367001.5	795	75	772	67
ENST00000367002.4	0	0	0	0
ENST00000367012.4	2	0	2	0
ENST00000367021.8	0	0	0	0
ENST00000367024.5	0	0	0	0
ENST00000367028.6	0	0	0	0
ENST00000367029.5	13	0	13	0
ENST00000367033.4	18	0	18	0
ENST00000367034.5	670	187	651	144
ENST00000367042.6	909	85	1002	68
ENST00000367048.5	1417	271	1419	126
ENST00000367049.8	0	0	0	0
ENST00000367057.8	0	0	0	0
ENST00000367064.9	1750	344	1695	249
ENST00000367066.8	0	0	0	0
ENST00000367070.8	8	0	7	0
ENST00000367076.7	103	2	90	2
ENST00000367079.3	193	9	181	4
ENST00000367089.8	421	50	510	52
ENST00000367090.3	631	75	619	61
ENST00000367091.8	34	2	33	2
ENST00000367097.8	186	20	179	14
ENST00000367098.5	0	0	0	0
ENST00000367103.4	515	130	452	96
ENST00000367109.7	401	37	395	32
ENST00000367123.8	39	2	1	0
ENST00000367126.5	0	0	0	0
ENST00000367128.7	8	0	0	0
ENST00000367135.8	1	2	1	2
ENST00000367136.5	0	0	0	0
ENST00000367137.4	201	31	191	25
ENST00000367139.8	294	13	285	14
ENST00000367142.5	1325	515	1469	393
ENST00000367145.4	51	11	51	9
ENST00000367147.9	1	0	0	0
ENST00000367153.9	0	0	0	0
ENST00000367156.7	0	0	0	0
ENST00000367157.6	146	15	136	9
ENST00000367162.8	509	42	495	39
ENST00000367165.3	0	0	0	0
ENST00000367166.5	407	30	392	24
ENST00000367167.4	0	0	0	0
ENST00000367175.1	222	22	209	18
ENST00000367178.7	950	117	932	94
ENST00000367182.8	147	23	148	16
ENST00000367187.7	774	149	738	121
ENST00000367188.5	1282	208	1248	171
ENST00000367194.5	1	0	1	0
ENST00000367202.9	45	7	45	6
ENST00000367204.6	78	27	76	25
ENST00000367222.7	0	0	0	0
ENST00000367229.6	0	0	0	0
ENST00000367233.10	43	9	246	27
ENST00000367236.8	1	0	1	0
ENST00000367240.6	1	0	1	0
ENST00000367242.4	37	17	388	200
ENST00000367244.8	0	0	0	0
ENST00000367245.5	0	0	0	0
ENST00000367249.9	535	63	492	47
ENST00000367255.10	779	89	744	73
ENST00000367261.8	346	29	532	35
ENST00000367262.4	209	4	205	4
ENST00000367265.9	1416	167	1365	129
ENST00000367268.5	1	0	1	0
ENST00000367278.7	0	0	2	0
ENST00000367282.6	3	0	3	0
ENST00000367287.5	627	140	629	99
ENST00000367288.5	57	5	56	4
ENST00000367294.4	804	59	793	45
ENST00000367296.8	1226	126	1203	93
ENST00000367306.5	1122	397	1108	287
ENST00000367311.5	259	64	239	54
ENST00000367321.7	1440	371	1449	299
ENST00000367324.8	2	14	2	12
ENST00000367330.6	646	109	616	83
ENST00000367339.7	173	3	157	2
ENST00000367341.6	2	0	0	0
ENST00000367350.5	1360	186	1316	134
ENST00000367351.4	14	3	3	0
ENST00000367352.3	944	75	897	53
ENST00000367360.7	118	13	42	9
ENST00000367385.9	702	58	688	41
ENST00000367387.6	74	0	62	0
ENST00000367393.8	99	8	88	5
ENST00000367400.8	233	15	225	14
ENST00000367405.4	474	16	457	16
ENST00000367409.9	2437	706	2364	524
ENST00000367411.7	448	32	446	28
ENST00000367412.2	0	0	0	0
ENST00000367415.8	0	0	0	0
ENST00000367416.6	0	0	0	0
ENST00000367419.10	613	30	609	24
ENST00000367425.9	0	0	0	0
ENST00000367429.9	891	75	747	53
ENST00000367434.5	1	0	1	0
ENST00000367435.5	997	154	1013	115
ENST00000367439.7	418	27	415	18
ENST00000367446.7	1384	45	1339	32
ENST00000367454.5	1022	119	1000	95
ENST00000367456.5	705	110	694	82
ENST00000367459.8	0	0	0	0
ENST00000367460.4	8	0	8	0
ENST00000367462.5	0	0	0	0
ENST00000367463.5	182	36	184	27
ENST00000367466.4	2879	529	2821	389
ENST00000367467.8	391	51	378	40
ENST00000367468.10	364	22	364	16
ENST00000367474.2	165	7	167	6
ENST00000367478.9	3455	1019	3401	762
ENST00000367481.7	998	156	969	116
ENST00000367495.4	723	117	706	80
ENST00000367498.8	1308	384	1295	278
ENST00000367500.9	74	1	73	1
ENST00000367506.10	543	43	537	35
ENST00000367510.8	367	19	441	16
ENST00000367511.4	153	8	145	7
ENST00000367519.9	68	1	64	1
ENST00000367535.8	95	8	93	8
ENST00000367537.7	788	102	767	73
ENST00000367545.7	363	127	351	88
ENST00000367547.8	0	0	0	0
ENST00000367549.4	2458	810	3166	709
ENST00000367558.6	3	0	3	0
ENST00000367559.7	48	3	46	2
ENST00000367565.2	0	0	0	0
ENST00000367568.5	22	1	21	1
ENST00000367569.4	401	111	388	90
ENST00000367573.7	0	2	0	1
ENST00000367576.6	576	105	494	62
ENST00000367577.7	233	35	215	30
ENST00000367588.9	4	1	4	1
ENST00000367590.9	819	64	812	51
ENST00000367591.5	584	41	576	32
ENST00000367602.8	997	190	952	155
ENST00000367604.6	255	99	247	77
ENST00000367607.8	518	142	498	102
ENST00000367608.6	428	26	419	18
ENST00000367612.7	639	29	612	22
ENST00000367615.9	0	0	0	0
ENST00000367618.8	0	0	0	0
ENST00000367619.8	1381	82	1367	58
ENST00000367627.8	683	118	652	99
ENST00000367630.9	875	64	877	55
ENST00000367635.7	359	16	351	12
ENST00000367649.7	576	64	555	46
ENST00000367651.4	396	45	367	35
ENST00000367658.3	90	12	86	10
ENST00000367660.4	261	13	250	10
ENST00000367662.5	10	2	10	2
ENST00000367669.8	565	79	667	68
ENST00000367674.7	1	0	1	0
ENST00000367679.7	420	116	1253	193
ENST00000367685.5	0	0	0	0
ENST00000367696.7	293	26	284	14
ENST00000367698.3	0	0	0	0
ENST00000367701.9	45	9	44	8
ENST00000367714.4	0	0	0	0
ENST00000367721.3	0	0	0	0
ENST00000367727.9	0	0	0	0
ENST00000367728.1	262	27	292	24
ENST00000367731.5	76	6	79	2
ENST00000367734.4	0	1	0	0
ENST00000367739.9	840	72	826	55
ENST00000367749.4	16	0	14	0
ENST00000367755.9	0	0	0	0
ENST00000367759.8	0	0	0	0
ENST00000367763.7	283	27	273	23
ENST00000367772.8	107	14	103	8
ENST00000367797.9	0	0	0	0
